# SPDX-FileCopyrightText: 2026 Tom Haynes <loghyr@gmail.com>
# SPDX-License-Identifier: AGPL-3.0-or-later
=== Phase 1/4: v1 SIMD + degraded ===
=== EC Benchmark ===
MDS: reffs-mds  GEOMETRIES=4:2 8:2  RUNS=5  DEGRADE=1  LAYOUT=v1
CPU: x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2
Sizes: 4096 16384 65536 262144 1048576

Waiting for MDS at reffs-mds:2049...
MDS ready.
--- Size: 4096 bytes ---
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd
mojette-sys,4+2,262144,4,0,183,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,262144,4,0,210,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,262144,4,332,297,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,262144,4,286,217,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,262144,4,216,239,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,262144,4,0,308,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,262144,4,0,197,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,262144,4,0,173,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
plain,1+0,262144,5,170,123,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
stripe,10+0,262144,5,196,138,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced)
rs,4+2,262144,5,348,270,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,262144,5,323,168,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,262144,5,323,200,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,4+2,262144,5,0,245,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,262144,5,0,175,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,262144,5,0,202,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,262144,5,329,268,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,262144,5,325,208,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,262144,5,287,224,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,262144,5,0,266,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,262144,5,0,164,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,262144,5,0,225,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
plain,1+0,1048576,1,425,373,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
stripe,10+0,1048576,1,371,397,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced)
rs,4+2,1048576,1,684,691,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,1,611,204,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,1,692,186,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,4+2,1048576,1,0,589,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,1,0,163,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,1,0,167,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,1,672,578,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,1,639,195,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,1,687,238,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,1,0,816,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,1,0,153,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,1,0,195,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
plain,1+0,1048576,2,438,369,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
stripe,10+0,1048576,2,467,398,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced)
rs,4+2,1048576,2,674,601,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,2,667,200,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,2,721,177,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,4+2,1048576,2,0,786,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,2,0,162,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,2,0,209,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,2,685,715,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,2,649,225,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,2,709,229,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,2,0,712,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,2,0,139,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,2,0,173,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
plain,1+0,1048576,3,436,389,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
stripe,10+0,1048576,3,458,399,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced)
rs,4+2,1048576,3,731,553,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,3,671,193,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,3,476,208,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,4+2,1048576,3,0,722,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,3,0,193,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,3,0,180,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,3,619,524,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,3,384,156,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,3,313,124,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,3,0,426,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,3,0,133,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,3,0,113,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
plain,1+0,1048576,4,247,180,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
stripe,10+0,1048576,4,434,416,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced)
rs,4+2,1048576,4,757,614,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar
=== Benchmark complete ===
(forced),default
mojette-sys,4+2,1048576,4,682,200,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,4,666,208,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,4+2,1048576,4,0,662,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,4,0,141,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,4,0,158,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,4,677,531,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,4,625,200,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,4,684,231,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,4,0,739,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,4,0,166,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,4,0,227,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
plain,1+0,1048576,5,448,379,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
stripe,10+0,1048576,5,440,390,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced)
rs,4+2,1048576,5,709,606,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,5,670,198,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,5,720,201,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,4+2,1048576,5,0,688,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,4+2,1048576,5,0,147,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,4+2,1048576,5,0,155,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,5,624,713,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,5,585,222,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,5,665,172,OK,healthy,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
rs,8+2,1048576,5,0,698,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-sys,8+2,1048576,5,0,217,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
mojette-nonsys,8+2,1048576,5,0,237,OK,degraded-1,v2,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),default
